passenger;date_dep;date_arr;diff_dep;diff_arr;model;airport_dep;airport_arr;fare_condition;amount
107;2017/05/23 09:47:00.000;2017/05/23 10:37:00.000;00:02:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
37;2017/05/23 09:47:00.000;2017/05/23 10:37:00.000;00:02:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
127;2017/05/23 09:47:00.000;2017/05/23 10:37:00.000;00:02:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
58;2017/05/23 09:47:00.000;2017/05/23 10:37:00.000;00:02:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
150;2017/05/23 09:47:00.000;2017/05/23 10:37:00.000;00:02:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6600,0
22;2017/05/23 09:47:00.000;2017/05/23 10:37:00.000;00:02:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6600,0
69;2017/05/24 12:53:00.000;2017/05/24 14:38:00.000;00:03:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
30;2017/05/24 12:53:00.000;2017/05/24 14:38:00.000;00:03:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
231;2017/05/24 12:53:00.000;2017/05/24 14:38:00.000;00:03:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
37;2017/05/24 12:53:00.000;2017/05/24 14:38:00.000;00:03:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
41;2017/05/24 12:53:00.000;2017/05/24 14:38:00.000;00:03:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Comfort;24400,0
81;2017/05/24 12:53:00.000;2017/05/24 14:38:00.000;00:03:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Comfort;24400,0
274;2017/05/26 12:53:00.000;2017/05/26 14:37:00.000;00:03:00;01:44:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
107;2017/05/26 12:53:00.000;2017/05/26 14:37:00.000;00:03:00;01:44:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
178;2017/05/26 12:53:00.000;2017/05/26 14:37:00.000;00:03:00;01:44:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
65;2017/05/26 12:53:00.000;2017/05/26 14:37:00.000;00:03:00;01:44:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
133;2017/05/26 12:53:00.000;2017/05/26 14:37:00.000;00:03:00;01:44:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
111;2017/05/26 12:53:00.000;2017/05/26 14:37:00.000;00:03:00;01:44:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
139;2017/05/26 12:53:00.000;2017/05/26 14:37:00.000;00:03:00;01:44:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
36;2017/05/26 12:53:00.000;2017/05/26 14:37:00.000;00:03:00;01:44:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
286;2017/05/27 12:52:00.000;2017/05/27 14:36:00.000;00:02:00;01:44:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
6;2017/05/27 12:52:00.000;2017/05/27 14:36:00.000;00:02:00;01:44:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
235;2017/05/27 12:52:00.000;2017/05/27 14:36:00.000;00:02:00;01:44:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
78;2017/05/27 12:52:00.000;2017/05/27 14:36:00.000;00:02:00;01:44:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
239;2017/05/27 12:52:00.000;2017/05/27 14:36:00.000;00:02:00;01:44:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
23;2017/05/27 12:52:00.000;2017/05/27 14:36:00.000;00:02:00;01:44:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
108;2017/05/28 09:45:00.000;2017/05/28 10:35:00.000;00:00:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
145;2017/05/28 09:45:00.000;2017/05/28 10:35:00.000;00:00:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
140;2017/05/28 09:45:00.000;2017/05/28 10:35:00.000;00:00:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
52;2017/05/28 09:45:00.000;2017/05/28 10:35:00.000;00:00:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
232;2017/05/28 09:45:00.000;2017/05/28 10:35:00.000;00:00:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
64;2017/05/28 09:45:00.000;2017/05/28 10:35:00.000;00:00:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
55;2017/05/28 09:45:00.000;2017/05/28 10:35:00.000;00:00:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Business;18000,0
19;2017/05/28 09:45:00.000;2017/05/28 10:35:00.000;00:00:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Business;18000,0
110;2017/05/31 12:51:00.000;2017/05/31 14:35:00.000;00:01:00;01:44:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
146;2017/05/31 12:51:00.000;2017/05/31 14:35:00.000;00:01:00;01:44:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
194;2017/05/31 12:51:00.000;2017/05/31 14:35:00.000;00:01:00;01:44:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
14;2017/05/31 12:51:00.000;2017/05/31 14:35:00.000;00:01:00;01:44:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
235;2017/06/01 09:47:00.000;2017/06/01 10:37:00.000;00:02:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
132;2017/06/01 09:47:00.000;2017/06/01 10:37:00.000;00:02:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
60;2017/06/01 09:47:00.000;2017/06/01 10:37:00.000;00:02:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
147;2017/06/01 09:47:00.000;2017/06/01 10:37:00.000;00:02:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
160;2017/06/01 09:47:00.000;2017/06/01 10:37:00.000;00:02:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
154;2017/06/01 09:47:00.000;2017/06/01 10:37:00.000;00:02:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
147;2017/06/01 09:47:00.000;2017/06/01 10:37:00.000;00:02:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
56;2017/06/01 09:47:00.000;2017/06/01 10:37:00.000;00:02:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
236;2017/06/01 09:47:00.000;2017/06/01 10:37:00.000;00:02:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
124;2017/06/01 09:47:00.000;2017/06/01 10:37:00.000;00:02:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
116;2017/06/02 09:48:00.000;2017/06/02 10:39:00.000;00:03:00;00:51:00;Аэробус A321-200;Пулково;Шереметьево;Business;18000,0
11;2017/06/02 09:48:00.000;2017/06/02 10:39:00.000;00:03:00;00:51:00;Аэробус A321-200;Пулково;Шереметьево;Business;18000,0
270;2017/06/02 09:48:00.000;2017/06/02 10:39:00.000;00:03:00;00:51:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
117;2017/06/02 09:48:00.000;2017/06/02 10:39:00.000;00:03:00;00:51:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
58;2017/06/02 09:48:00.000;2017/06/02 10:39:00.000;00:03:00;00:51:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
98;2017/06/02 09:48:00.000;2017/06/02 10:39:00.000;00:03:00;00:51:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
5;2017/06/03 12:54:00.000;2017/06/03 14:39:00.000;00:04:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Business;43100,0
78;2017/06/03 12:54:00.000;2017/06/03 14:39:00.000;00:04:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Business;43100,0
19;2017/06/03 12:54:00.000;2017/06/03 14:39:00.000;00:04:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Business;43100,0
45;2017/06/03 12:54:00.000;2017/06/03 14:39:00.000;00:04:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Business;43100,0
32;2017/06/03 12:54:00.000;2017/06/03 14:39:00.000;00:04:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Comfort;24400,0
37;2017/06/03 12:54:00.000;2017/06/03 14:39:00.000;00:04:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Comfort;24400,0
87;2017/06/03 12:54:00.000;2017/06/03 14:39:00.000;00:04:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
88;2017/06/03 12:54:00.000;2017/06/03 14:39:00.000;00:04:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
86;2017/06/05 09:45:00.000;2017/06/05 10:35:00.000;00:00:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Business;18000,0
16;2017/06/05 09:45:00.000;2017/06/05 10:35:00.000;00:00:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Business;18000,0
111;2017/06/05 09:45:00.000;2017/06/05 10:35:00.000;00:00:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
122;2017/06/05 09:45:00.000;2017/06/05 10:35:00.000;00:00:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
35;2017/06/05 09:45:00.000;2017/06/05 10:35:00.000;00:00:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Business;18000,0
4;2017/06/05 09:45:00.000;2017/06/05 10:35:00.000;00:00:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Business;18000,0
184;2017/06/05 09:45:00.000;2017/06/05 10:35:00.000;00:00:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Business;18000,0
9;2017/06/05 09:45:00.000;2017/06/05 10:35:00.000;00:00:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Business;18000,0
144;2017/06/05 09:45:00.000;2017/06/05 10:35:00.000;00:00:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
83;2017/06/05 09:45:00.000;2017/06/05 10:35:00.000;00:00:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
304;2017/06/06 12:56:00.000;2017/06/06 14:40:00.000;00:06:00;01:44:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
138;2017/06/06 12:56:00.000;2017/06/06 14:40:00.000;00:06:00;01:44:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
89;2017/06/06 12:56:00.000;2017/06/06 14:40:00.000;00:06:00;01:44:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
34;2017/06/06 12:56:00.000;2017/06/06 14:40:00.000;00:06:00;01:44:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
91;2017/06/06 12:56:00.000;2017/06/06 14:40:00.000;00:06:00;01:44:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
59;2017/06/06 12:56:00.000;2017/06/06 14:40:00.000;00:06:00;01:44:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
40;2017/06/07 09:48:00.000;2017/06/07 10:38:00.000;00:03:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
78;2017/06/07 09:48:00.000;2017/06/07 10:38:00.000;00:03:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
75;2017/06/07 09:48:00.000;2017/06/07 10:38:00.000;00:03:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
72;2017/06/07 09:48:00.000;2017/06/07 10:38:00.000;00:03:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
171;2017/06/07 09:48:00.000;2017/06/07 10:38:00.000;00:03:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
99;2017/06/07 09:48:00.000;2017/06/07 10:38:00.000;00:03:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
24;2017/06/08 12:50:00.000;2017/06/08 14:35:00.000;00:00:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Comfort;24400,0
24;2017/06/08 09:46:00.000;2017/06/08 10:37:00.000;00:01:00;00:51:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
73;2017/06/08 12:50:00.000;2017/06/08 14:35:00.000;00:00:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Comfort;24400,0
73;2017/06/08 09:46:00.000;2017/06/08 10:37:00.000;00:01:00;00:51:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
52;2017/06/08 12:50:00.000;2017/06/08 14:35:00.000;00:00:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Comfort;24400,0
52;2017/06/08 09:46:00.000;2017/06/08 10:37:00.000;00:01:00;00:51:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
149;2017/06/08 12:50:00.000;2017/06/08 14:35:00.000;00:00:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Comfort;24400,0
149;2017/06/08 09:46:00.000;2017/06/08 10:37:00.000;00:01:00;00:51:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
10;2017/06/08 12:50:00.000;2017/06/08 14:35:00.000;00:00:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Business;43100,0
10;2017/06/08 09:46:00.000;2017/06/08 10:37:00.000;00:01:00;00:51:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
118;2017/06/08 12:50:00.000;2017/06/08 14:35:00.000;00:00:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Business;43100,0
118;2017/06/08 09:46:00.000;2017/06/08 10:37:00.000;00:01:00;00:51:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
181;2017/06/08 12:50:00.000;2017/06/08 14:35:00.000;00:00:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
181;2017/06/08 09:46:00.000;2017/06/08 10:37:00.000;00:01:00;00:51:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
64;2017/06/08 12:50:00.000;2017/06/08 14:35:00.000;00:00:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
64;2017/06/08 09:46:00.000;2017/06/08 10:37:00.000;00:01:00;00:51:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
232;2017/06/09 09:47:00.000;2017/06/09 10:37:00.000;00:02:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
38;2017/06/09 09:47:00.000;2017/06/09 10:37:00.000;00:02:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
20;2017/06/09 09:47:00.000;2017/06/09 10:37:00.000;00:02:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
111;2017/06/09 09:47:00.000;2017/06/09 10:37:00.000;00:02:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
283;2017/06/09 09:47:00.000;2017/06/09 10:37:00.000;00:02:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
66;2017/06/09 09:47:00.000;2017/06/09 10:37:00.000;00:02:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
164;2017/06/09 09:47:00.000;2017/06/09 10:37:00.000;00:02:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
93;2017/06/09 09:47:00.000;2017/06/09 10:37:00.000;00:02:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
211;2017/06/10 12:52:00.000;2017/06/10 14:37:00.000;00:02:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
211;2017/06/10 09:50:00.000;2017/06/10 10:40:00.000;00:05:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
93;2017/06/10 12:52:00.000;2017/06/10 14:37:00.000;00:02:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
93;2017/06/10 09:50:00.000;2017/06/10 10:40:00.000;00:05:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
85;2017/06/10 12:52:00.000;2017/06/10 14:37:00.000;00:02:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
85;2017/06/10 09:50:00.000;2017/06/10 10:40:00.000;00:05:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
32;2017/06/10 12:52:00.000;2017/06/10 14:37:00.000;00:02:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
32;2017/06/10 09:50:00.000;2017/06/10 10:40:00.000;00:05:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
184;2017/06/10 12:52:00.000;2017/06/10 14:37:00.000;00:02:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
184;2017/06/10 09:50:00.000;2017/06/10 10:40:00.000;00:05:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
114;2017/06/10 12:52:00.000;2017/06/10 14:37:00.000;00:02:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
114;2017/06/10 09:50:00.000;2017/06/10 10:40:00.000;00:05:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
154;2017/06/10 12:52:00.000;2017/06/10 14:37:00.000;00:02:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
154;2017/06/10 09:50:00.000;2017/06/10 10:40:00.000;00:05:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
59;2017/06/10 12:52:00.000;2017/06/10 14:37:00.000;00:02:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
59;2017/06/10 09:50:00.000;2017/06/10 10:40:00.000;00:05:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
260;2017/06/11 12:51:00.000;2017/06/11 14:36:00.000;00:01:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
43;2017/06/11 12:51:00.000;2017/06/11 14:36:00.000;00:01:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
308;2017/06/11 12:51:00.000;2017/06/11 14:36:00.000;00:01:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
22;2017/06/11 12:51:00.000;2017/06/11 14:36:00.000;00:01:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
105;2017/06/11 12:51:00.000;2017/06/11 14:36:00.000;00:01:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
10;2017/06/11 12:51:00.000;2017/06/11 14:36:00.000;00:01:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
331;2017/06/11 12:51:00.000;2017/06/11 14:36:00.000;00:01:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Business;43100,0
24;2017/06/11 12:51:00.000;2017/06/11 14:36:00.000;00:01:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Business;43100,0
13;2017/06/12 12:54:00.000;2017/06/12 14:39:00.000;00:04:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Business;43100,0
129;2017/06/12 12:54:00.000;2017/06/12 14:39:00.000;00:04:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Business;43100,0
228;2017/06/12 12:54:00.000;2017/06/12 14:39:00.000;00:04:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
34;2017/06/12 12:54:00.000;2017/06/12 14:39:00.000;00:04:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
139;2017/06/12 12:54:00.000;2017/06/12 14:39:00.000;00:04:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
24;2017/06/12 12:54:00.000;2017/06/12 14:39:00.000;00:04:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
214;2017/06/12 12:54:00.000;2017/06/12 14:39:00.000;00:04:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
138;2017/06/12 12:54:00.000;2017/06/12 14:39:00.000;00:04:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
154;2017/06/14 09:49:00.000;2017/06/14 10:39:00.000;00:04:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
133;2017/06/14 09:49:00.000;2017/06/14 10:39:00.000;00:04:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
107;2017/06/14 09:49:00.000;2017/06/14 10:39:00.000;00:04:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Business;18000,0
19;2017/06/14 09:49:00.000;2017/06/14 10:39:00.000;00:04:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Business;18000,0
219;2017/06/14 09:49:00.000;2017/06/14 10:39:00.000;00:04:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
134;2017/06/14 09:49:00.000;2017/06/14 10:39:00.000;00:04:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
68;2017/06/14 09:49:00.000;2017/06/14 10:39:00.000;00:04:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
30;2017/06/14 09:49:00.000;2017/06/14 10:39:00.000;00:04:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
306;2017/06/14 09:49:00.000;2017/06/14 10:39:00.000;00:04:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
106;2017/06/14 09:49:00.000;2017/06/14 10:39:00.000;00:04:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
22;2017/06/16 15:33:00.000;2017/06/16 17:20:00.000;02:43:00;01:47:00;Боинг 777-300;Шереметьево;Кольцово;Comfort;24400,0
55;2017/06/16 15:33:00.000;2017/06/16 17:20:00.000;02:43:00;01:47:00;Боинг 777-300;Шереметьево;Кольцово;Comfort;24400,0
324;2017/06/16 15:33:00.000;2017/06/16 17:20:00.000;02:43:00;01:47:00;Боинг 777-300;Шереметьево;Кольцово;Business;43100,0
125;2017/06/16 15:33:00.000;2017/06/16 17:20:00.000;02:43:00;01:47:00;Боинг 777-300;Шереметьево;Кольцово;Business;43100,0
240;2017/06/16 15:33:00.000;2017/06/16 17:20:00.000;02:43:00;01:47:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
109;2017/06/16 15:33:00.000;2017/06/16 17:20:00.000;02:43:00;01:47:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
112;2017/06/16 15:33:00.000;2017/06/16 17:20:00.000;02:43:00;01:47:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
39;2017/06/16 15:33:00.000;2017/06/16 17:20:00.000;02:43:00;01:47:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
208;2017/06/17 12:53:00.000;2017/06/17 14:37:00.000;00:03:00;01:44:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
124;2017/06/17 12:53:00.000;2017/06/17 14:37:00.000;00:03:00;01:44:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
170;2017/06/17 12:53:00.000;2017/06/17 14:37:00.000;00:03:00;01:44:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
83;2017/06/17 12:53:00.000;2017/06/17 14:37:00.000;00:03:00;01:44:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
161;2017/06/19 09:47:00.000;2017/06/19 10:36:00.000;00:02:00;00:49:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
21;2017/06/19 09:47:00.000;2017/06/19 10:36:00.000;00:02:00;00:49:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
216;2017/06/19 09:47:00.000;2017/06/19 10:36:00.000;00:02:00;00:49:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
26;2017/06/19 09:47:00.000;2017/06/19 10:36:00.000;00:02:00;00:49:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
69;2017/06/19 09:47:00.000;2017/06/19 10:36:00.000;00:02:00;00:49:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
50;2017/06/19 09:47:00.000;2017/06/19 10:36:00.000;00:02:00;00:49:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
312;2017/06/19 09:47:00.000;2017/06/19 10:36:00.000;00:02:00;00:49:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
17;2017/06/19 09:47:00.000;2017/06/19 10:36:00.000;00:02:00;00:49:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
4;2017/06/20 12:52:00.000;2017/06/20 14:37:00.000;00:02:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Business;43100,0
15;2017/06/20 12:52:00.000;2017/06/20 14:37:00.000;00:02:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Business;43100,0
88;2017/06/20 12:52:00.000;2017/06/20 14:37:00.000;00:02:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
151;2017/06/20 12:52:00.000;2017/06/20 14:37:00.000;00:02:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
21;2017/06/20 12:52:00.000;2017/06/20 14:37:00.000;00:02:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Business;43100,0
2;2017/06/20 12:52:00.000;2017/06/20 14:37:00.000;00:02:00;01:45:00;Боинг 777-300;Шереметьево;Кольцово;Business;43100,0
278;2017/06/21 09:49:00.000;2017/06/21 10:40:00.000;00:04:00;00:51:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
145;2017/06/21 09:49:00.000;2017/06/21 10:40:00.000;00:04:00;00:51:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
258;2017/06/21 09:49:00.000;2017/06/21 10:40:00.000;00:04:00;00:51:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
55;2017/06/21 09:49:00.000;2017/06/21 10:40:00.000;00:04:00;00:51:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
299;2017/06/21 09:49:00.000;2017/06/21 10:40:00.000;00:04:00;00:51:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
150;2017/06/21 09:49:00.000;2017/06/21 10:40:00.000;00:04:00;00:51:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
168;2017/06/21 09:49:00.000;2017/06/21 10:40:00.000;00:04:00;00:51:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
77;2017/06/21 09:49:00.000;2017/06/21 10:40:00.000;00:04:00;00:51:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6000,0
208;2017/06/23 16:25:00.000;2017/06/23 18:09:00.000;03:35:00;01:44:00;Боинг 777-300;Шереметьево;Кольцово;Economy;14400,0
208;2017/06/23 09:47:00.000;2017/06/23 10:37:00.000;00:02:00;00:50:00;Аэробус A321-200;Пулково;Шереметьево;Economy;6600,0
